rank,code,ticker,company_name,sector,final_exploratory_weighted_score,bm_raw,ep_raw,gross_profitability,gross_profitability_definition_status,gross_profitability_source,gross_profitability_proxy_flag,gross_profitability_proxy_note,piotroski_available_ratio,sloan_accruals,avg_daily_value_60d,distress_exclusion_flag,distress_review_flag,anomaly_flags,anomaly_flag_bool,anomaly_penalty,gp_missing_review_flag,normalization_top1200_count,normalization_core_flag,normalization_robust_flag,normalization_fragile_flag,sector_adjusted_candidate_flag,outlier_sensitive_flag,phase2_review_required,phase2_review_reasons,phase3_review_required,phase3_review_reasons,phase1_top5_flag,top100_flag,top300_flag,top1200_flag,top2000_reference_flag,phase3_priority_flag,phase3_handoff_note
11,8111,8111.T,Goldwin Inc.,Textiles and Apparels,0.9776799340054664,1.1742490396118532,0.2530470045879811,0.4568290726883487,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,0.0001027911215881,1059624842.5,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
12,9684,9684.T,"SQUARE ENIX HOLDINGS CO.,LTD.",Information & Communication,0.9776603468283108,1.1419701429032374,0.0812038123146788,0.3908712995001922,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0443535710658302,3615485590.8333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
13,6745,6745.T,HOCHIKI CORPORATION,Electric Appliances,0.9767186795769388,1.2254997659566285,0.1588247366139235,0.4143996430762366,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.047870637207813,705398966.8503824,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
14,9831,9831.T,"YAMADA HOLDINGS CO.,LTD.",Retail Trade,0.97563391443188,1.5315686074520405,0.0651268234781706,0.3451825687934912,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0184600152870686,2204535293.9248657,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
15,8273,8273.T,"IZUMI CO.,LTD.",Retail Trade,0.973295317931272,1.6419362978602792,0.0911828402044191,0.333054301827232,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0726251207189295,647097245.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
16,5021,5021.T,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Oil and Coal Products,0.9721323301961704,2.317108126436069,0.2652364451583565,0.1422708377287449,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0256991626735388,3314935555.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
17,1909,1909.T,"Nippon Dry-Chemical CO.,LTD.",Machinery,0.9706087518853452,1.2144395139194808,0.1672963333050793,0.2908272956083912,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0902868256360876,1098486153.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
18,6454,6454.T,"MAX CO.,LTD.",Machinery,0.9700994129050016,1.4066745456714502,0.148993358945584,0.3522963462294661,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0272563411386444,539091076.6666666,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
19,8060,8060.T,Canon Marketing Japan Inc.,Wholesale Trade,0.9691231173106468,1.075431531498073,0.1079657226303506,0.3856927214550711,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0080219133401957,1918739823.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
20,1911,1911.T,"Sumitomo Forestry Co.,Ltd.",Construction,0.967053585110056,1.4410784809889408,0.1753426707695453,0.2039807436299393,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.3333333333333333,0.0180598200763061,5753079290.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
21,3028,3028.T,"Alpen Co.,Ltd.",Retail Trade,0.9657243682170388,1.5595882417716584,0.0726740158227618,0.5223581973581973,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.016846328138027,375134426.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
22,2602,2602.T,"The Nisshin OilliO Group,Ltd.",Foods,0.965679975275605,3.5048336109921365,0.2500798555060067,0.1922214853770505,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0179748168521576,538747864.448649,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
23,2791,2791.T,"DAIKOKUTENBUSSAN CO.,LTD.",Retail Trade,0.9655851424854276,1.086035287183094,0.1205480672168055,0.5903885638686288,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0422187492922017,485456225.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
24,9682,9682.T,DTS CORPORATION,Information & Communication,0.9651273563958188,1.4552379798967203,0.2616260111808794,0.3529177603343824,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0180070067586782,481370001.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
25,5105,5105.T,Toyo Tire Corporation,Rubber Products,0.9648001739384976,0.9225291248042264,0.1122830903998516,0.3117353116105187,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0399020539137104,3965561160.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
26,9997,9997.T,"BELLUNA CO.,LTD.",Retail Trade,0.9643022753963326,1.5811978557981228,0.0985513911789237,0.4136535002656323,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0028051726078156,389976626.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
27,5406,5406.T,"Kobe Steel,Ltd.",Iron and Steel,0.9631605648962672,1.5960241103581545,0.1558519977682185,0.1463888763021639,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0094520108755603,4657884126.666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
28,8276,8276.T,"HEIWADO CO.,LTD.",Retail Trade,0.962786844831248,1.6011494901321344,0.0771611023118606,0.4902917640247307,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0244148751862063,328742838.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
29,1414,1414.T,"SHO-BOND Holdings Co.,Ltd.",Construction,0.9623996869718898,1.667313357860232,0.2360272058306353,0.2052030505981185,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,0.0431013204985807,1236836335.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
30,3382,3382.T,"Seven & i Holdings Co.,Ltd.",Retail Trade,0.9617092086890396,0.8604768900717785,0.0705447196568325,0.3423436203407716,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0358170180935637,14576106490.833334,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
31,3863,3863.T,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper,0.9615501648673708,3.606671276476924,0.134407125336515,0.1121711399230203,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0313100423839725,1578237018.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
32,4204,4204.T,"Sekisui Chemical Co.,Ltd.",Chemicals,0.9615015256342816,0.8996711203175161,0.0905803435205945,0.3118542980560914,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.026291472692984,7323462598.333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
33,8278,8278.T,"FUJI CO.,LTD.",Retail Trade,0.9602509221678523,1.3580434047819971,0.0976097245789434,0.6015240407310001,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0517714202800415,256673550.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
34,1723,1723.T,"NIHON DENGI CO.,LTD.",Construction,0.9601875907509162,1.107349189413224,0.1796200925824799,0.3527587641341754,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0348003680224857,641578548.3333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
35,2121,2121.T,"MIXI,Inc.",Information & Communication,0.9596757617725497,0.9856274396574592,0.0959086110788211,0.4701654666051857,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0454207343272824,757822020.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
36,1662,1662.T,"Japan Petroleum Exploration Co.,Ltd.",Mining,0.9595032580197608,1.2417513764926127,0.1846125181732306,0.1454772461186799,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0713848372396512,7950185018.333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
37,9956,9956.T,"VALOR HOLDINGS CO.,LTD.",Retail Trade,0.958622405725816,1.0884954397508355,0.0859772645970291,0.5220467880436152,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0493334452688928,485283200.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
38,7516,7516.T,"KOHNAN SHOJI CO.,LTD.",Retail Trade,0.9586032918939504,1.4728443132235791,0.1041036239546465,0.4026422711883881,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0217564766786711,381394408.3333333,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
39,4922,4922.T,KOSE Holdings Corporation,Chemicals,0.9581383359160324,0.9974081025416932,0.0526579275093127,0.5794171618537364,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0127560119756623,1676975191.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
40,2212,2212.T,"YAMAZAKI BAKING CO.,LTD.",Foods,0.9576135902476718,0.8400760054843739,0.0714683279819037,0.4531366515798815,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0388169447605016,2279715938.3333335,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
41,3608,3608.T,"TSI HOLDINGS CO.,LTD.",Textiles and Apparels,0.957038447109566,1.4477643062725285,0.0552891132156512,0.5250051663566853,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.1666666666666666,0.072995246747399,596071966.6666666,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
42,6457,6457.T,GLORY LTD.,Machinery,0.9562915584328152,1.0275330080484286,0.1061018465274201,0.353628963783949,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0470460325268204,805967148.3333334,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
43,3405,3405.T,"KURARAY CO.,LTD.",Chemicals,0.9561473100492096,1.5276641889637002,0.0774720501138713,0.1891107938483066,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.5,-0.0464738593212676,2948053131.6666665,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
44,2220,2220.T,"KAMEDA SEIKA CO.,LTD.",Foods,0.9559889343086112,3.1319405674705356,0.2334626960239987,0.2265747364001873,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0291359075507832,259911348.64074707,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
45,2918,2918.T,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",Foods,0.9548306099288242,1.3484299567485671,0.1218190170322336,0.3336243215546362,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,-0.0898206673817279,376477828.3333333,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
46,3539,3539.T,"JM HOLDINGS CO.,LTD.",Retail Trade,0.9545126937979272,1.4261053094504172,0.2040707732159516,0.7348633819666947,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0021099389228206,144716800.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,True,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
47,8016,8016.T,"ONWARD HOLDINGS CO.,LTD.",Textiles and Apparels,0.9540323345534888,0.9797284524528492,0.1023618080472307,0.6839284864947707,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0100151720356854,464536056.6666667,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
48,9101,9101.T,Nippon Yusen Kabushiki Kaisha,Marine Transportation,0.9539927668401804,1.395165378282858,0.2286358618174065,0.0978776267942344,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0050799515583391,23408384221.666668,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
49,6196,6196.T,"Strike Group Co.,Ltd.",Services,0.9530167069791876,0.8967935860863916,0.1971107645037531,0.4813003805533472,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0367764413569139,648150802.1563721,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
50,4118,4118.T,KANEKA CORPORATION,Chemicals,0.9529226958361652,1.4091805817343177,0.0767092364295211,0.2452271005702374,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.8333333333333334,-0.0161387618496515,1211886806.6666667,False,False,none,False,0.0,False,4,True,True,False,False,True,True,outlier_sensitive,True,outlier_sensitive;phase3_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
51,6648,6648.T,KAWADEN CORPORATION,Electric Appliances,0.9527293395438796,3.203906598028923,0.3544637115342725,0.3153164610373536,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,0.6666666666666666,0.0177810487014362,162615866.66666666,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
52,2730,2730.T,EDION Corporation,Retail Trade,0.9525879265963668,0.9167135613737252,0.0580187103903182,0.5125359335832395,original_gross_profit_over_total_assets,direct_xbrl_gross_profit_panel_confirmed,False,Gross Profit / Total Assets was confirmed from direct XBRL gross profit in the point-in-time panel.,1.0,-0.0380347226389574,1040772180.0,False,False,none,False,0.0,False,4,True,True,False,False,False,False,none,True,top300_priority_due_diligence,False,True,True,True,True,high,Top100 and normalization core. Prioritize Phase3 moat review.
